point,"Point 1 (75,75)","Point 1 (75,75)","Point 1 (75,75)","Point 1 (75,75)","Point 2 (85,85)","Point 2 (85,85)","Point 2 (85,85)","Point 2 (85,85)","Point 3 (60,80)","Point 3 (60,80)","Point 3 (60,80)","Point 3 (60,80)","Point 4 (37,37)","Point 4 (37,37)","Point 4 (37,37)","Point 4 (37,37)","Point 5 (112,112)","Point 5 (112,112)","Point 5 (112,112)","Point 5 (112,112)"
receptor,FA1,FA2,SA1,SA2,FA1,FA2,SA1,SA2,FA1,FA2,SA1,SA2,FA1,FA2,SA1,SA2,FA1,FA2,SA1,SA2
time,,,,,,,,,,,,,,,,,,,,
2.37,0.026541792966313236,-0.04119401644031227,0.6545974411080623,1.1730963811764192,0.015873879298454435,-0.02463695069967659,0.39149581124435323,0.7015950423500991,0.014712633963522716,-0.022834647461191057,0.36285614000172645,0.6502702240985389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.38,0.026133394489130934,-0.04056016425087144,0.6548674202040325,1.1796605482521074,0.015629429151873635,-0.024257553446075743,0.3916522957706881,0.7055119062253841,0.01448606564819235,-0.022483003587005775,0.36300115715481834,0.6539005161258226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.39,0.02573127480020677,-0.03993605701375163,0.6551332483659811,1.1862272201733004,0.015388743305437184,-0.023883998549923333,0.3918063705837189,0.7094303074724685,0.01426298629397037,-0.022136774732114936,0.3631439411658352,0.6575322332156789,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.4,0.025335337528587205,-0.03932154515702838,0.6553949893121744,1.1927963571523263,0.015151763796016982,-0.02351619604994167,0.39195807278849515,0.7133502223891337,0.014043342176691741,-0.02179587751429322,0.36328452642143366,0.6611653534001852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.41,0.024945487777578653,-0.0387164813969192,0.6556527057859175,1.1993679200309266,0.014918433552899924,-0.02315405736989246,0.3921074389187869,0.7172716276385421,0.01382708039936484,-0.021460229835110093,0.36342294677883014,0.6647998550500271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.42,0.02456163210234419,-0.03812072070296854,0.6559064595703746,1.2059418702703666,0.01468869638405228,-0.02279749529729351,0.39225450494587855,0.7211945002436065,0.013614148879439177,-0.02112975086016852,0.3635592355739502,0.6684357168692797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.43,0.024183678487838103,-0.03753412026381876,0.6561563115031703,1.2125181699416996,0.014462496962593354,-0.022446423962434958,0.39239930628722736,0.7251188175814454,0.013404496336267838,-0.02080436099968772,0.3636934256294537,0.6720729178902708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.44,0.0238115363270689,-0.036956539453504855,0.6564023214907693,1.219096781716185,0.01423978081347913,-0.022100758817667175,0.3925418778149875,0.7290445573779236,0.013198072278763193,-0.02048398188931323,0.36382554926263505,0.6757114374685211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.45,0.023445116399690234,-0.03638783979814725,0.65664454852264,1.2256776688558508,0.014020494300389773,-0.021760416617093867,0.39268225386440486,0.732971697702278,0.012994826993242833,-0.02016853637122662,0.36395563829320315,0.679351255277765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.46,0.023084330850912892,-0.035827884943296404,0.6568830506852075,1.2322607952042042,0.01380458461281906,-0.021425315396509124,0.39282046824208094,0.7369002169618245,0.012794711531462777,-0.01985794847563259,0.3640837240509411,0.6829923513050451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.47,0.02272909317073219,-0.03527654062168298,0.657117885175595,1.238846125177089,0.01359199975336275,-0.021095374453689628,0.3929565542341108,0.7408300938967487,0.012597677698833359,-0.01955214340244569,0.3642098373832481,0.6866347058458853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.48,0.022379318173468835,-0.03473367462140872,0.657349108315159,1.2454336237536827,0.013382688525201821,-0.02077051432894199,0.39309054461409504,0.7447613075749742,0.012403678042818415,-0.019251047503259986,0.364334008662565,0.6902782994995358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.49,0.022034921977616834,-0.03419915675473977,0.6575767755628219,1.2520232564676326,0.01317660051977957,-0.02045065678599974,0.39322247165102914,0.7486938373871123,0.012212665841511471,-0.018954588263640663,0.3644562677936859,0.6939231131642922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5,0.021695821985993333,-0.03367285882726754,0.6578009415282027,1.2586149893983338,0.012973686104666553,-0.020135724793169874,0.3933523671170708,0.7526276630414882,0.012024595092388853,-0.0186626942856708,0.36457664422095765,0.697569128032888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5100000000000002,0.0213619368661886,-0.03315465460753553,0.6580216599845502,1.2652087891623374,0.01277389641161442,-0.019825642504806885,0.3934802622951879,0.7565627645592435,0.011839420501234663,-0.018375295270770056,0.3646951669353675,0.7012163255879552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.52,0.02103318653130909,-0.03264441979720745,0.6582389838814833,1.2718046229048985,0.012577183324791104,-0.019520335243058618,0.3936061879866897,0.7604991222695169,0.011657097471237247,-0.018092322002735268,0.36481186448152275,0.7048646875975586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5300000000000002,0.020709492121010253,-0.03214203200160501,0.6584529653575373,1.2784024582916511,0.012383499469199394,-0.01921972947985622,0.39373017451864023,0.7644367168046937,0.011477582092253122,-0.01781370633111965,0.364926764964522,0.7085141961107949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.54,0.02039077598281542,-0.03164737070071359,0.6586636557525215,1.2850022635004141,0.012192798199272045,-0.018923752819248282,0.3938522517511596,0.7683755290957355,0.011300831130235615,-0.01753938115480612,0.36503989605672177,0.712164833453463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.5500000000000003,0.020076961653715537,-0.03116031722062782,0.6588711056196918,1.291604007213126,0.01200503358764339,-0.018632333979979033,0.3939724490846117,0.772315540367575,0.01112680201682708,-0.01726928040584702,0.3651512850043982,0.7158165822237985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.56,0.019767973842046545,-0.030680754705397308,0.6590753647377383,1.2982076586079045,0.011820160414092595,-0.018345402778299606,0.3940907954666821,0.7762567321345871,0.010955452839110523,-0.017003339033581377,0.36526095863430624,0.719469425288276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.57,0.019463738409639983,-0.030208568089359414,0.6592764821225934,1.3048131873512288,0.011638134154658792,-0.018062890111078995,0.3942073193993461,0.7801990861961273,0.01078674232951925,-0.01674149298894626,0.3653689433601381,0.7231233457774736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.58,0.019164182354241905,-0.029743644069856155,0.6594745060390603,1.3114205635902472,0.011458910970921832,-0.017784727939192516,0.3943220489457304,0.7841425846321375,0.01062062985590205,-0.016483679209076896,0.3654752651888825,0.7267783270820044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.59,0.018869233792197654,-0.02928587108031282,0.659669484012267,1.3180297579451992,0.011282447699449426,-0.017510849271110022,0.39443501173686907,0.7880872097988237,0.010457075411740645,-0.01622983560212311,0.3655799497270859,0.7304343528485074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.6,0.018578821941398115,-0.02883513926382252,0.6598614628389484,1.3246407415019623,0.011108701841405867,-0.017241188146789342,0.3945462349783548,0.792032944324396,0.010296039606518315,-0.01597990103228222,0.3656830221870169,0.7340914069757022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.61,0.018292877104481988,-0.028391340447081873,0.6600504885985549,1.3312534858047105,0.010937631552321069,-0.016975679621802908,0.3946557454568888,0.7959797711048767,0.01013748365623652,-0.015733815305103968,0.3657845073927367,0.7377494736105038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.62,0.018011330652292882,-0.02795436811462698,0.660236606664196,1.3378679628486878,0.010769195632016533,-0.0167142597516807,0.3947635695467293,0.7999276732999717,0.009981369374077237,-0.015491519152995181,0.3658844297860754,0.7414085371441974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.63,0.01773411500758678,-0.027524117383634073,0.6604198617134184,1.344484145073098,0.010603353514687303,-0.016456865576519708,0.39486973321604113,0.8038766343290076,0.009827659161209288,-0.015252954220929798,0.3659828134325161,0.7450685822086717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.64,0.01746116362898324,-0.027100484978998255,0.6606002977388187,1.3511020053541014,0.010440065259135522,-0.016203435105854234,0.394974262033147,0.8078266378669274,0.009676315997736312,-0.015018063052419811,0.3660796820269899,0.7487295936727114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.65,0.017192410995161795,-0.026683369208782726,0.6607779580584987,1.3577215169979229,0.01027929153915477,-0.015953907303703774,0.3950771811726834,0.8117776678403534,0.009527303433783501,-0.014786789075674892,0.36617505889957985,0.7523915566383457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.66,0.016927792589294954,-0.02627266994007332,0.6609528853263609,1.3643426537340688,0.010120993634062471,-0.015708222073881804,0.3951785154216613,0.8157297084237055,0.009380585580722202,-0.014559076589978478,0.366268967021138,0.7560544564372528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.67,0.016667244883718544,-0.025868288575158396,0.6611251215422481,1.3709653897086482,0.009965133419377848,-0.015466320245537691,0.3952782891854335,0.8196827440353823,0.009236127102528979,-0.014334870752297054,0.36636142900881624,0.7597182786272211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.68,0.016410705324832447,-0.025470128028132158,0.6612947080619308,1.3775896994777976,0.009811673357643304,-0.015228143558903992,0.39537652649357014,0.8236367593340008,0.009093893207277883,-0.014114117564039219,0.36645246713151197,0.7633830089886645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.69,0.016158112318230437,-0.02507809270180689,0.6614616856069414,1.3842155580012114,0.009660576489387247,-0.01499363465127687,0.39547325100564434,0.8275917392146931,0.008953849638764154,-0.01389676385809236,0.36654210331522913,0.7670486335211906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7,0.01590940521405457,-0.024692088464969064,0.6616260942742624,1.3908429406357736,0.009511806424225683,-0.014762737043190794,0.39556848601692796,0.8315476688054608,0.008815962668255625,-0.013682757285998083,0.36663035914835745,0.7707151384402217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.71,0.015664524292572004,-0.024312022630002515,0.6617879735458653,1.3974718231292849,0.009365327332101372,-0.014535395124854205,0.3956622544640006,0.8355045334635857,0.00868019908637278,-0.013472046305349678,0.36671725588687065,0.7743825101736703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.72,0.015423410749969172,-0.023937803930815963,0.6619473622981049,1.4041021816142918,0.009221103934656541,-0.014311554142718286,0.39575457893027116,0.8394623187720948,0.008546526195092054,-0.013264580167395006,0.3668028144594439,0.7780507353586626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.73,0.015186006684362716,-0.023569342501172954,0.6621042988109743,1.4107339926020122,0.009079101496740499,-0.014091160186301192,0.3958454816514155,0.8434210105362813,0.008414911799873704,-0.013060308904817004,0.366887055472493,0.7817198008383135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.74,0.01495225508201985,-0.023206549853292263,0.662258820777216,1.4173672329763554,0.008939285818045704,-0.013874160175256568,0.3959349845207298,0.8473805947802779,0.008285324201909378,-0.012859183319680733,0.3669699992151359,0.7853896936585534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.75,0.014722099803790266,-0.022849338856759497,0.6624109653112973,1.4240018799880345,0.008801623224873866,-0.013660501846541892,0.3960231090944019,0.8513410577436843,0.008157732190490909,-0.012661154971602489,0.36705166566407776,0.7890604010650005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7600000000000002,0.014495485571741528,-0.022497623717830508,0.6625607689582481,1.430637911248774,0.008666080562028488,-0.013450133741847798,0.3961098765967011,0.8553023858782446,0.008032105035494374,-0.0124661761661077,0.36713207448842106,0.7927319104998838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.77,0.014272357955998337,-0.022151319958966135,0.6627082677023655,1.4372753047256035,0.008532625184832233,-0.01324300519520506,0.3961953079250881,0.859264565844578,0.00790841247998163,-0.012274199943105331,0.36721124505440134,0.7964042095990127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.7800000000000002,0.01405266336178089,-0.02181034439873651,0.6628534969757863,1.4439140387352487,0.008401224951267203,-0.013039066320819224,0.39627942365524677,0.8632275845089582,0.007786624732914752,-0.01208518006561221,0.3672891964300505,0.8000772861887931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.79,0.01383634901663987,-0.02147461513201465,0.6629964916669291,1.4505540919386006,0.00827184821423546,-0.012838268001016208,0.396362244046038,0.8671914289401442,0.0076667124619829805,-0.011899071008610524,0.36736594738978745,0.8037511282832898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8000000000000003,0.013623362957884974,-0.021144051510448295,0.6631372861288086,1.4571954433352798,0.00814446381394027,-0.012640561874432254,0.39644378904437766,0.8711560864062584,0.007548646786539896,-0.011715827948077458,0.3674415164189391,0.8074257240813334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.81,0.013413654020204663,-0.020818574123244605,0.6632759141872225,1.46383807225828,0.008019041070382702,-0.012445900324375965,0.3965240782900391,0.8751215443717136,0.007432399270649673,-0.011535406750203613,0.3675159217181916,0.8111010619636739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.82,0.013207171823473378,-0.02049810477825088,0.6634124091488162,1.4704819583687005,0.0078955497759755,-0.012254236467356931,0.3966031311203821,0.8790877904941866,0.007317941916239783,-0.011357763960761288,0.3675891812079721,0.8147771304901749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.83,0.013003866760744243,-0.020182566483342913,0.663546803809023,1.4771270816505575,0.00777396018826899,-0.0120655241418031,0.3966809665750085,0.88305481262164,0.00720524715635978,-0.011182856794650491,0.3676613125327643,0.8184539183970538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.84,0.012803689986423226,-0.01987188342802944,0.6636791304598851,1.483773422405679,0.0076542430227904855,-0.011879717896944763,0.39675760340034705,0.8870225987893874,0.007094287848543,-0.011010643125583702,0.36773233306535696,0.8221314145941642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.85,0.012606593404624637,-0.01956598096539922,0.6638094208977547,1.4904209612486794,0.007536369445992414,-0.011696772981865066,0.39683306005416663,0.8909911372172072,0.006985037268271544,-0.010841081475942772,0.3678022599110269,0.8258096081623175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.86,0.012412529657701381,-0.019264785594330636,0.6639377064308785,1.4970696791020128,0.007420311068310594,-0.011516645334706005,0.39690735471002075,0.8949604163064969,0.006877469102540755,-0.010674131006802418,0.36787110991165767,0.8294884883506499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.87,0.012221452114951466,-0.018968224941952494,0.6640640178868672,1.5037195571911035,0.0073060399373281355,-0.01133929157211881,0.3969805052616236,0.898930424637475,0.0067715574435236485,-0.010509751508086957,0.36793889964979554,0.8331680445740269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.88,0.01203331486149437,-0.018676227746373505,0.6641883856200507,1.5103705770395541,0.007193528531044618,-0.011164668978764196,0.39705252932715857,0.9029011509664243,0.006667276782332168,-0.01034790338889917,0.3680056454526418,0.8368482664104886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.89,0.011848072687318445,-0.01838872383967496,0.6643108395187226,1.517022720464429,0.007082749751249866,-0.010992735497029199,0.3971234442535198,0.906872584222976,0.006564602002874952,-0.010188547667960202,0.3680713633959847,0.8405291435987348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.9,0.011665681076493038,-0.018105644131206914,0.6644314090122725,1.5236759695716098,0.006973676916998711,-0.010823449716932897,0.39719326712048997,0.9108447135074399,0.006463508375809719,-0.010031645964271634,0.36813606930807025,0.8442106660356494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.91,0.011486096196545741,-0.01782692059107908,0.6645501230782127,1.5303303067512273,0.0068662837581865525,-0.010656770866143086,0.39726201474485223,0.9148175280881707,0.006363971552587711,-0.009877160487832996,0.36819977877341364,0.8478928237738605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.92,0.01130927488800056,-0.01755248623389818,0.6646670102490947,1.5369857146731611,0.006760544409223694,-0.010492658800126248,0.3973297036844398,0.9187910173989801,0.006265967559591653,-0.009725054030520337,0.3682625071365518,0.851575607019341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.93,0.011135174654076428,-0.017282275102815277,0.6647820986193234,1.5436421762826151,0.006656433402807827,-0.01033107399251415,0.3973963502421229,0.9227651710365836,0.006169472792362561,-0.009575289957203647,0.36832426950573866,0.8552590061290446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.94,0.010963753650540572,-0.01701622225376252,0.6648954158518651,1.5502996747957565,0.006553925663790937,-0.010171977525609239,0.3974619704697343,0.9267399787580911,0.006074464009915275,-0.009427832196875287,0.36838508075658305,0.8589430116085788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.95,0.01079497067571852,-0.016754263739937006,0.6650069891848553,1.556958193695429,0.006452996503141603,-0.01001533108095663,0.39752658017193443,0.9307154304785337,0.005980918329142629,-0.00928264523393947,0.3684449555356305,0.8626276141099125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.96,0.010628785160654165,-0.016496336596560614,0.6651168454381048,1.5636177167269298,0.006353621612000383,-0.009861096930132726,0.397590194910017,0.9346915162684281,0.005888813219305135,-0.00913969409971282,0.36850390826389073,0.8663128044291213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.97,0.010465157159421054,-0.016242378825829837,0.665225011019507,1.5702782278938556,0.006255777055826267,-0.009709237925694916,0.3976528300056565,0.9386682263513816,0.0057981264966050815,-0.008998944363985979,0.36856195314031,0.8699985735041659,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.98,0.010304047339580014,-0.01599232938209021,0.6653315119313473,1.5769397114540098,0.006159439268632988,-0.009559717492225622,0.397714500544597,0.9426455511017304,0.005708836318844907,-0.00886036212670734,0.3686191041451897,0.873684912412704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.99,0.010145416972783665,-0.01574612815725278,0.6654363737765174,1.5836021519153813,0.006064585047314524,-0.009412499617481855,0.397775221380285,0.9466234810422169,0.005620921180167579,-0.008723914009855695,0.36867537504355413,0.8773718123699383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0,0.009989227925522506,-0.015503715966452707,0.6655396217646333,1.5902655340321796,0.005971191546058341,-0.00926754884376698,0.39783500713744613,0.9506020068417008,0.005534359905877455,-0.008589567149384981,0.3687307793884641,0.8810592647264955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0100000000000002,0.009835442650013099,-0.015265034533904237,0.6656412807180612,1.596929842800934,0.005879236270843403,-0.009124830259396869,0.39789387221560707,0.9545811193129081,0.005449131647341699,-0.008457289187313456,0.368785330524281,0.884747260966339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.02,0.00968402417522409,-0.01503002647895793,0.6657413750778515,1.6035950634566587,0.005788697074024021,-0.008984309490243755,0.39795183079256224,0.9585608094102117,0.005365215876969319,-0.008327048263929505,0.36883904158988023,0.8884357927047141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0300000000000002,0.009534936098040295,-0.014798635302388964,0.6658399289095814,1.6102611814690717,0.005699552148996912,-0.008845952691518985,0.3980088968277885,0.9625410682274486,0.005282592383268406,-0.008198813010108483,0.3688919255218154,0.8921248516861235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.04,0.009388142574560117,-0.01457080537292247,0.6659369659091106,1.6169281825388788,0.005611780024949344,-0.008709726539594603,0.39806508406580643,0.9665218869957694,0.005201241265978781,-0.008072552539785102,0.3689439950574328,0.8958144297823353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0500000000000003,0.009243608311526385,-0.014346481913869568,0.6660325094082453,1.6235960525941127,0.005525359561689694,-0.008575598223969317,0.3981204060394896,0.9705032570815212,0.005121142931279743,-0.007948236442503545,0.36899526273793987,0.899504518990421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.06,0.009101298557888366,-0.014125610990092598,0.6661265823803209,1.6302647777865302,0.005440269944556222,-0.008443535439378924,0.3981748760733245,0.9744851699841652,0.005042278087071667,-0.007825834776089755,0.3690457409114243,0.9031951114308252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.0700000000000003,0.008961179096490742,-0.013908139495087058,0.6662192074456945,1.6369343444880695,0.005356490679405354,-0.008313506378028884,0.3982285072866178,0.9784676173342217,0.004964627738330247,-0.007705318059429241,0.3690954417358277,0.9068861993454617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.08,0.008823216235891445,-0.013694015138266572,0.6663104068771575,1.6436047392873565,0.005274001587675755,-0.008185479721915773,0.3982813125966562,0.9824505908912514,0.004888173182532503,-0.007586657265389322,0.36914437718187404,0.9105777750958427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.09,0.00868737680230253,-0.013483186432479756,0.6664002026052637,1.6502759489862764,0.0051927828015301365,-0.008059424635276475,0.3983333047218172,0.9864340825418658,0.004812896005152537,-0.007469823813841309,0.36919255903595166,0.9142698311612347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.1,0.00855362813165531,-0.013275602681661345,0.6664886162235756,1.6569479605965867,0.005112814759070281,-0.007935310757209593,0.3983844961846316,0.9904180842977683,0.0047387780752270485,-0.007354789564732662,0.3692399989029522,0.9179623601368438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.11,0.008421938061785914,-0.013071213968732677,0.6665756689938327,1.6636207613365956,0.005034078199626375,-0.00781310819432458,0.3984348993147987,0.9944025882938257,0.004665801540989604,-0.0072415268113424506,0.36928670820906473,0.921655354732028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.12,0.008292274924740214,-0.012869971143659693,0.6666613818510386,1.6702943386278852,0.004956554159119011,-0.0076927875135353015,0.3984845262521561,0.9983875867861696,0.004593948825571004,-0.007130008273614572,0.3693326982045277,0.925348807768537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.13,0.008164607539196067,-0.012671825811668523,0.6667457754084726,1.6769686800920889,0.004880223965492589,-0.007574319734992468,0.3985333889496024,1.0023730721503263,0.004523202622766859,-0.007020207091568708,0.36937797996633787,0.9290427121787812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.14,0.008038905203001856,-0.012476730321682004,0.6668288699626221,1.6836437735477192,0.00480506923421863,-0.00745767632512163,0.39858149917597624,1.0063590368793776,0.004453545892869689,-0.0069120968188334814,0.36942256440091853,0.9327370610041248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.15,0.007915137685827975,-0.012284637754925472,0.666910685498043,1.690319607007047,0.0047310718638683795,-0.007342829189716641,0.39862886851888985,1.0103454735821464,0.004384961858565801,-0.006805651416285143,0.36946646224674506,0.9364318473932065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.16,0.007793275221931311,-0.01209550191366751,0.6669912416921425,1.6969961686730273,0.004658214031754196,-0.007229750667188727,0.39867550838752003,1.0143323749814142,0.004317434000894581,-0.006700845245780681,0.3695096840769316,0.9401270646002859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.17,0.007673288503030018,-0.011909277310176112,0.6670705579198919,1.7036734469362773,0.00458647818963714,-0.007118413521904382,0.3987214300153549,1.0183197339121621,0.004250946055270679,-0.006597653063974246,0.36955224030177725,0.9438227059836156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.18,0.007555148671287025,-0.011725919155838671,0.6671486532584641,1.7103514303720966,0.00451584705950156,-0.007008790937634393,0.3987666444629,1.022307543319844,0.004185482007566938,-0.006496050016255767,0.3695941411712728,0.9475187650038377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.19,0.007438827312400641,-0.011545383350422937,0.6672255464918039,1.7170301077375423,0.004446303629393669,-0.006900856511097271,0.39881116262034116,1.026295796258681,0.0041210260902577655,-0.006396011630733991,0.3696353967775695,0.9512152352224057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2,0.007324296448801121,-0.01136762647151915,0.6673012561151255,1.723709467968541,0.004377831149325217,-0.006794584245580451,0.39885499521016754,1.0302844858899851,0.004057562778622378,-0.0062975138123639515,0.3696760170574088,0.9549121103000303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.21,0.007211528532950743,-0.011192605764163538,0.667375800339343,1.7303895001770553,0.004310413127239604,-0.006689948544678141,0.3988981527897532,1.0342736054805082,0.003995076787005597,-0.006200532837141098,0.36971601179451646,0.9586093839951498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.22,0.007100496440746283,-0.011020279130568467,0.6674491970954318,1.7370701936482884,0.004244033325040767,-0.006586924206168081,0.39894064575389987,1.0382631484008173,0.003933553065137174,-0.006105045346395389,0.3697553906219578,0.9623070501624231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.23,0.00699117346502292,-0.01085060512004558,0.6675214640387247,1.7437515378379367,0.004178675754681725,-0.006485486415916036,0.3989824843373406,1.0422531081236932,0.003872976794506674,-0.006011028341168713,0.3697941630244577,0.9660051027512467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.24,0.006883533309156726,-0.010683542919081735,0.6675926185531412,1.7504335223694836,0.004114324674315332,-0.006385610741880275,0.3990236786172039,1.0462434782225545,0.0038133333847952373,-0.005918459176631167,0.36983233834068535,0.9697035358042944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.25,0.006777550080765567,-0.010519052341579314,0.6676626777553533,1.7571161370315378,0.004050964584502705,-0.0062872731282660735,0.3990642385154403,1.0502342523699066,0.003754608470362099,-0.005827315556686242,0.36986992576550265,0.9734023434560791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2600000000000002,0.006673198285505356,-0.010357093819220755,0.6677316584988864,1.7637993717752127,0.003988580224480863,-0.006190449889696851,0.399104173801213,1.0542254243358142,0.003696787906784221,-0.0057375755285870725,0.3699069343521786,0.9771015199315366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.27,0.0065704528209622765,-0.010197628391963132,0.6677995773781583,1.770483216711548,0.003927156568487689,-0.0060951177055464205,0.3991434940932489,1.0582169879863956,0.00363985776745047,-0.005649217477619359,0.36994337301457014,0.9808010595446337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.2800000000000002,0.006469288970637787,-0.010040617698720262,0.6678664507324554,1.7771676621089678,0.003866678822142904,-0.006001253614287902,0.39918220886215655,1.0622089372823447,0.0035838043402075595,-0.005562220121934269,0.3699792505292681,0.984500956696993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
