point,"Point 1 (75,75)","Point 1 (75,75)","Point 1 (75,75)","Point 1 (75,75)","Point 2 (85,85)","Point 2 (85,85)","Point 2 (85,85)","Point 2 (85,85)","Point 3 (60,80)","Point 3 (60,80)","Point 3 (60,80)","Point 3 (60,80)","Point 4 (37,37)","Point 4 (37,37)","Point 4 (37,37)","Point 4 (37,37)","Point 5 (112,112)","Point 5 (112,112)","Point 5 (112,112)","Point 5 (112,112)"
receptor,FA1,FA2,SA1,SA2,FA1,FA2,SA1,SA2,FA1,FA2,SA1,SA2,FA1,FA2,SA1,SA2,FA1,FA2,SA1,SA2
time,,,,,,,,,,,,,,,,,,,,
0.66,0.3728647403393163,-0.5787022852240518,0.42556812980669423,0.16612597268246274,0.2254606997021157,-0.34992480658560976,0.25732893979147026,0.1004516490499953,0.2089770355291175,-0.3243414432536454,0.2385153557339358,0.0931075254366485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.67,0.36719230620677007,-0.5698984208728708,0.42932082917133285,0.1704507130389488,0.2219901382842563,-0.34453834440176895,0.2595506186406545,0.1030478490931647,0.20576005059806465,-0.31934854280014907,0.24057441847202798,0.09551384042241051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.68,0.3616050978534988,-0.5612268306358362,0.4330170985949042,0.1748127326803235,0.21857297664847042,-0.33923476100096334,0.2617381135979377,0.10566593105242075,0.2025925686824918,-0.3144324731785484,0.2426017962924928,0.0979404349173775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.6900000000000001,0.35610186789237663,-0.5526855785139098,0.4366577654832468,0.17921146500338217,0.21520839387040366,-0.3340127822729125,0.2638919501795197,0.10830555811124296,0.19947382861423296,-0.30959205302276144,0.24459797638973227,0.10038699675283441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.35068138615670796,-0.5442727552349033,0.4402436457720299,0.1836463516117102,0.21189558162416197,-0.3288711536606846,0.2660126458366386,0.11096639862866686,0.19640308091110098,-0.3048261191038497,0.24656343847837872,0.10285321855807114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.71,0.3453424394958326,-0.5359864779362549,0.44377554406452124,0.1881168422096191,0.20863374398963327,-0.3238086398616758,0.2681007100789154,0.11364812606002789,0.1933795875980233,-0.30013352605242655,0.24849865490777914,0.1053387976868611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.72,0.34008383157201977,-0.5278248898498147,0.44725425376842215,0.19262239449702695,0.20542209726273486,-0.3188240245330803,0.2701566445958256,0.11635041887891003,0.19040262203089978,-0.29551314608525686,0.25040409077473874,0.10784343614505956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.73,0.3349043826586897,-0.5197861599886417,0.4506805572317469,0.1971624740652897,0.20225986976854465,-0.31391611000186975,0.27218094337632615,0.1190729605002823,0.1874714687231401,-0.2909638687360533,0.2522802040345486,0.110366840519305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.74,0.32980292943999495,-0.5118684828359676,0.45405522587772534,0.20173655429399046,0.19914630167727052,-0.3090837169791875,0.2741740928266635,0.12181543920480445,0.1845854231748407,-0.2864846005903383,0.25412744561032385,0.11290872190680637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.75,0.32477832481179614,-0.5040700780363064,0.45737902033871164,0.2063441162486929,0.19608064482301701,-0.3043256842790333,0.2761365718863918,0.12457754806428448,0.18174379170456204,-0.2820742650243677,0.2559462595006779,0.11546879584620084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.76,0.3198294376840608,-0.49638919008876115,0.4606526905890796,0.21098464857966412,0.1930621625253073,-0.2996408685412852,0.2780688521426283,0.12735898486827124,0.17894589128366636,-0.27773180194800373,0.257737082885757,0.11804678224946495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.77,0.3149551527847146,-0.4888240880425982,0.46387697607708794,0.21565764742157073,0.19009012941331774,-0.2950281439588964,0.27997139794256987,0.13015945205176405,0.1761910493731787,-0.27345616755152197,0.2595003462316607,0.12064240533486398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.78,0.31015437046497035,-0.4813730651950877,0.4670526058557023,0.22036261629415366,0.18716383125278624,-0.2904864020092386,0.28184466650430035,0.13297865662402358,0.173478603763131,-0.2692463340562645,0.26123647339327166,0.12325539356092342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.79,0.30542600650616086,-0.47403443879172735,0.4701802987123578,0.22509906600388307,0.1842825647755526,-0.2860145511895597,0.28368910802591085,0.1358163100984666,0.17080790241435476,-0.2651012894690973,0.2629458817155198,0.12588547956140764,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8,0.3007689919280946,-0.46680654972880864,0.4732607632976503,0.2298665145465974,0.18144563751169268,-0.2816115167564397,0.28550516579296137,0.13867212842362905,0.1681783033026825,-0.26102003734061285,0.2646289821331032,0.12853240008129002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.81,0.2961822727989598,-0.45968776225832814,0.4762946982529442,0.23466448701112774,0.17865236762420594,-0.2772762404692139,0.287293276284306,0.1415458319151806,0.1655891742655238,-0.2570015965269831,0.26628617926868986,0.13119589591369987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8200000000000001,0.2916648100467927,-0.45267646369543313,0.47928279233688614,0.2394925154839095,0.17590208374621985,-0.2730076803373084,0.2890538692763089,0.14443714518897544,0.1630398928507796,-0.25304500095548893,0.26791787152962243,0.13387571183783153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.8300000000000001,0.2872155792725277,-0.4457710641282518,0.4822257245508149,0.24435013895458155,0.1731941248206716,-0.2688048103714296,0.2907873679454729,0.14734579709512363,0.1605298461680587,-0.2491492993936121,0.2695244512031502,0.13657159655780093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
